Name: Barclay-Kingston | Temperature: -273.1
Name: Colonie | Temperature: -1.7
Name: Eureka | Temperature: 6.7
Name: Fredericksburg | Temperature: 1.5
Name: Eaton | Temperature: -4.3
Name: Downingtown | Temperature: -0.1
Name: Dowagiac | Temperature: -1.7
Name: Evans | Temperature: 11.6
Name: De Soto | Temperature: 5.4
Name: Florida Ridge | Temperature: 11.6
Name: Decatur | Temperature: -0.7
Name: Dryden | Temperature: -20.0
Name: De Ridder | Temperature: 15.2
Name: Franklin Park | Temperature: -2.6
Name: Frederick | Temperature: 0.8
Name: Evans | Temperature: 11.6
Name: Edgewood | Temperature: -0.4
Name: Evans | Temperature: 11.6
Name: Eatontown | Temperature: 1.1
Name: Florida City | Temperature: 16.9
Name: Downers Grove | Temperature: -2.8
Name: Winthrop | Temperature: 0.2
Name: Eden Isle | Temperature: 11.4
Name: Dry Run | Temperature: 2.9
Name: Edgemere | Temperature: 0.2
Name: Evanston | Temperature: -2.7
Name: Downey | Temperature: 18.0
Name: Duarte | Temperature: 16.5
Name: Florin | Temperature: 11.9
Name: Edgewater | Temperature: 8.8
Name: Freehold | Temperature: -0.2
Name: Fremont | Temperature: 13.0
Name: Dublin | Temperature: 12.0
Name: Freeport | Temperature: 1.6
Name: Edina | Temperature: -15.3
Name: Florence-Roebling | Temperature: -273.1
Name: Evanston | Temperature: -2.7
Name: Fremont | Temperature: 13.0
Name: Fremont | Temperature: 13.0
Name: Edinburg | Temperature: 0.4
Name: Deer Park | Temperature: 15.1
Name: Evansville | Temperature: 3.2
Name: DeKalb | Temperature: 10.4
Name: Eden | Temperature: 0.4
Name: Dedham | Temperature: -0.4
Name: Glendale Heights | Temperature: -273.1
Name: Du Quoin | Temperature: 2.6
Name: Edgewood | Temperature: -0.5
Name: Fresno | Temperature: 11.9
Name: Florence-Graham | Temperature: 17.3
Name: Edgewater | Temperature: 8.8
Name: Freeport | Temperature: 1.4
Name: Fresno | Temperature: 11.9
Name: Flossmoor | Temperature: -1.7
Name: Dublin | Temperature: 12.0
Name: Edgewood | Temperature: -0.5
Name: Del City | Temperature: 1.6
Name: Dubuque | Temperature: -9.9
Name: Deerfield | Temperature: -3.7
Name: Deer Park | Temperature: 15.1
Name: Dublin | Temperature: 12.0
Name: Eden Prairie | Temperature: -15.4
Name: Freeport | Temperature: 1.4
Name: Fridley | Temperature: -14.7
Name: Eustis | Temperature: 10.7
Name: Del Aire | Temperature: 17.4
Name: Defiance | Temperature: -1.1
Name: Freeport | Temperature: 1.4
Name: Florham Park | Temperature: -0.4
Name: Decorah | Temperature: -13.0
Name: Foley | Temperature: 8.7
Name: Duluth | Temperature: -17.7
Name: Everett | Temperature: 2.8
Name: Flowing Wells | Temperature: 17.4
Name: Dedham | Temperature: -0.4
Name: Flower Mound | Temperature: 10.4
Name: Freetown | Temperature: 24.6
Name: Delphos | Temperature: -0.3
Name: Duluth | Temperature: -17.7
Name: Edison | Temperature: -0.3
Name: Delafield | Temperature: -9.0
Name: Del Rio | Temperature: 10.1
Name: Folcroft | Temperature: 1.7
Name: Friendly | Temperature: 0.8
Name: Edwardsville | Temperature: 2.1
Name: Dudley | Temperature: 10.3
Name: Folsom | Temperature: 11.6
Name: Ewa Beach | Temperature: 23.6
Name: Edinboro | Temperature: -2.6
Name: Dumas | Temperature: -4.0
Name: Evergreen | Temperature: -6.2
Name: Delavan | Temperature: -6.8
Name: Greenville | Temperature: 7.1
Name: Dumbarton | Temperature: 0.9
Name: Eglin AFB | Temperature: -273.1
Name: Dunedin | Temperature: 17.8
Name: Deerfield Beach | Temperature: 19.1
Name: Effingham | Temperature: 6.4
Name: Frostburg | Temperature: -2.2
Name: Duncan | Temperature: 3.4
Name: DuBois | Temperature: 1.6
Name: Evergreen Park | Temperature: -2.1
Name: Front Royal | Temperature: -1.4
Name: Delafield | Temperature: -9.0
Name: Dumont | Temperature: 0.8
Name: Exeter | Temperature: 10.8
Name: Fond du Lac | Temperature: -9.3
Name: Edmond | Temperature: 1.5
Name: Everett | Temperature: 2.8
Name: Exeter | Temperature: 10.8
Name: Delmar | Temperature: -1.8
Name: Friendswood | Temperature: 15.1
Name: Evergreen | Temperature: -6.2
Name: Delaware | Temperature: -0.6
Name: Glendora | Temperature: 16.9
Name: Frisco | Temperature: 9.9
Name: Fruit Cove | Temperature: 4.8
Name: Delta | Temperature: 24.1
Name: Edmonds | Temperature: 3.5
Name: El Dorado Hills | Temperature: -273.1
Name: Dunbar | Temperature: -0.9
Name: Duncanville | Temperature: 11.2
Name: Deerpark | Temperature: 5.3
Name: Florissant | Temperature: 2.7
Name: Forest Hills | Temperature: -273.1
Name: Delhi | Temperature: 11.3
Name: Fontana | Temperature: 14.4
Name: El Cajon | Temperature: 16.4
Name: Fruita | Temperature: 0.2
Name: Deming | Temperature: 6.0
Name: Deltona | Temperature: 10.2
Name: DeForest | Temperature: -9.8
Name: Folsom | Temperature: 11.7
Name: Fullerton | Temperature: 16.9
Name: Edwards | Temperature: -8.0
Name: Excelsior Springs | Temperature: -2.5
Name: Fabens | Temperature: 6.4
Name: El Campo | Temperature: 16.4
Name: Flushing | Temperature: 7.7
Name: Exeter | Temperature: 10.8
Name: Denver | Temperature: -3.3
Name: Denison | Temperature: 8.7
Name: Durango | Temperature: 11.0
Name: Forest Hill | Temperature: -273.1
Name: Delray Beach | Temperature: 18.0
Name: Delano | Temperature: 7.7
Name: Exeter | Temperature: 10.8
Name: Fulton | Temperature: 10.4
Name: Dunkirk | Temperature: 7.8
Name: Fruitville | Temperature: 12.0
Name: Forest Hills | Temperature: -273.1
Name: Demopolis | Temperature: 9.0
Name: El Cerrito | Temperature: 22.0
Name: Durant | Temperature: 8.2
Name: Forest City | Temperature: 10.9
Name: Dunellen | Temperature: -1.8
Name: Forest City | Temperature: 10.9
Name: Dunn Loring | Temperature: 1.0
Name: Fair Lawn | Temperature: -0.2
Name: Denham Springs | Temperature: 13.5
Name: Dunmore | Temperature: -0.5
Name: El Mirage | Temperature: 18.5
Name: Fuquay-Varina | Temperature: 6.5
Name: Desert Hot Springs | Temperature: -273.1
Name: Denton | Temperature: 9.7
Name: Fair Plain | Temperature: -1.5
Name: Dunn | Temperature: -16.4
Name: Fruitvale | Temperature: 0.0
Name: Fair Oaks | Temperature: 11.5
Name: Gaffney | Temperature: 8.5
Name: Dent | Temperature: 3.3
Name: Fairborn | Temperature: 2.8
Name: Egypt Lake-Leto | Temperature: 11.6
Name: Eidson Road | Temperature: 10.8
Name: Derby | Temperature: 10.4
Name: Fords | Temperature: 0.9
Name: Fullerton | Temperature: 16.9
Name: Derby | Temperature: 10.4
Name: Forest Grove | Temperature: 3.0
Name: Foothill Ranch | Temperature: 16.8
Name: Foothill Farms | Temperature: 11.5
Name: Forest | Temperature: -0.6
Name: Depew | Temperature: -1.9
Name: El Paso | Temperature: 6.7
Name: Des Moines | Temperature: -9.1
Name: Durham | Temperature: 5.8
Name: Ewing | Temperature: 0.2
Name: Forest Lake | Temperature: -15.7
Name: Denison | Temperature: 8.7
Name: Fulton | Temperature: 10.4
Name: Glenn Dale | Temperature: 0.5
Name: Gainesville | Temperature: 3.0
Name: Gainesville | Temperature: 3.0
Name: Dundalk | Temperature: 0.7
Name: Gainesville | Temperature: 3.0
Name: Forest Acres | Temperature: 11.4
Name: El Segundo | Temperature: 17.3
Name: Fairfax | Temperature: -0.1
Name: El Monte | Temperature: 16.1
Name: Des Moines | Temperature: -9.1
Name: Fairbanks | Temperature: -11.3
Name: South Boston | Temperature: 0.1
Name: Dentsville | Temperature: 11.3
Name: Durham | Temperature: 5.8
Name: Fairfield | Temperature: -0.2
Name: Forest Park | Temperature: 3.3
Name: Dennis | Temperature: 0.2
Name: Des Peres | Temperature: 2.8
Name: El Centro | Temperature: 14.0
Name: Gaithersburg | Temperature: -0.8
Name: Eagan | Temperature: -13.4
Name: Duxbury | Temperature: -1.1
Name: Destin | Temperature: 11.8
Name: Forest Glen | Temperature: 1.3
Name: El Reno | Temperature: -0.2
Name: Dyersburg | Temperature: 5.8
Name: Derry | Temperature: 4.7
Name: Eagle | Temperature: -2.1
Name: Fairfield | Temperature: -0.2
Name: El Dorado | Temperature: 5.4
Name: Presque Isle | Temperature: -16.1
Name: Fairfield | Temperature: -0.2
Name: Glenvar Heights | Temperature: -273.1
Name: Dunwoody | Temperature: 10.1
Name: Destrehan | Temperature: 13.4
Name: Eldersburg | Temperature: -0.6
Name: Fairless Hills | Temperature: -273.1
Name: Detroit | Temperature: -2.0
Name: Fair Oaks | Temperature: 11.5
Name: Fultondale | Temperature: 8.9
Name: Derby | Temperature: 10.3
Name: Glenn Heights | Temperature: -273.1
Name: Fairfax | Temperature: -0.1
Name: Fairfield | Temperature: -0.2
Name: Cleveland | Temperature: -0.9
Name: Earlimart | Temperature: 9.0
Name: Galesburg | Temperature: -6.5
Name: Galena Park | Temperature: 15.7
Name: Greenville | Temperature: 7.1
Name: Eagle Mountain | Temperature: -0.6
Name: Fairfield | Temperature: -0.2
Name: El Rio | Temperature: 15.8
Name: Wilton | Temperature: 12.0
Name: Derby | Temperature: 10.4
Name: Detroit Lakes | Temperature: -20.1
Name: Elgin | Temperature: -4.5
Name: Galion | Temperature: 0.3
Name: Duquesne | Temperature: 0.3
Name: Forestdale | Temperature: 8.6
Name: East Alton | Temperature: 2.2
Name: Forestville | Temperature: 0.8
Name: Fort Ann | Temperature: -1.2
Name: Durham | Temperature: 5.8
Name: Forrest City | Temperature: 4.8
Name: El Dorado | Temperature: 5.4
Name: Forest Park | Temperature: 3.3
Name: Gadsden | Temperature: 8.4
Name: Fairview Heights | Temperature: -273.1
Name: El Paso de Robles | Temperature: 11.2
Name: Gahanna | Temperature: 2.0
Name: Fort Hood | Temperature: -273.1
Name: East Aurora | Temperature: -2.0
Name: Fairfield | Temperature: -0.2
Name: East Brainerd | Temperature: 8.8
Name: Elizabeth City | Temperature: 6.9
Name: Cotati | Temperature: 13.6
Name: Fairhope | Temperature: 8.7
Name: Elizabethton | Temperature: 2.2
Name: Fairdale | Temperature: 4.1
Name: Derry | Temperature: 4.7
Name: Fairview | Temperature: 2.2
Name: Durham | Temperature: 5.8
Name: Garden Home-Whitford | Temperature: -273.1
Name: Galliano | Temperature: 12.1
Name: Glenpool | Temperature: 0.5
Name: Fairmont | Temperature: -0.8
Name: Elfers | Temperature: 12.6
Name: East Bethel | Temperature: -15.6
Name: Elizabethtown | Temperature: 3.4
Name: Galt | Temperature: 11.0
Name: Fort Bliss | Temperature: 6.1
Name: Elbridge | Temperature: -2.4
Name: El Sobrante | Temperature: 12.6
Name: Elizabethtown | Temperature: 3.4
Name: Globe | Temperature: 26.4
Name: Gages Lake | Temperature: -4.2
Name: Bloomington | Temperature: -14.4
Name: Gloucester | Temperature: 11.2
Name: Dexter | Temperature: 4.7
Name: Fort Hunt | Temperature: -273.1
Name: West Haverstraw | Temperature: -273.1
Name: Fairland | Temperature: 0.6
Name: Fairmount | Temperature: -2.2
Name: Fairlawn | Temperature: -1.0
Name: Greenville | Temperature: 7.1
Name: Wilton Manors | Temperature: 19.2
Name: Fort Atkinson | Temperature: -8.5
Name: Fairmont | Temperature: -0.8
Name: Fairview | Temperature: 2.2
Name: Garden City | Temperature: -2.6
Name: East Falmouth | Temperature: 0.8
Name: Fairfield | Temperature: -0.2
Name: East Cleveland | Temperature: -1.0
Name: Fairview | Temperature: 1.9
Name: Elkhart | Temperature: -0.9
Name: East Glenville | Temperature: -2.0
Name: Glenwood Springs | Temperature: -6.9
Name: Fort Belvoir | Temperature: 0.4
Name: Gantt | Temperature: 8.7
Name: Fort Carson | Temperature: -6.7
Name: Glens Falls North | Temperature: -1.2
Name: Glenside | Temperature: 1.4
Name: Fort Collins | Temperature: -5.2
Name: Elkhorn | Temperature: -6.9
Name: Dyer | Temperature: 5.8
Name: Galax | Temperature: 2.0
Name: Glenville | Temperature: 1.2
Name: Elk Plain | Temperature: 1.6
Name: Elk River | Temperature: -16.7
Name: Elkhorn | Temperature: -6.9
Name: Elizabeth | Temperature: 1.8
Name: Fort Dodge | Temperature: -12.6
Name: Winthrop | Temperature: 0.2
Name: East Brunswick | Temperature: 0.4
Name: Fort Bragg | Temperature: 8.2
Name: Glocester | Temperature: -3.3
Name: East Compton | Temperature: 11.1
Name: Garden City | Temperature: -2.6
Name: Garden City | Temperature: -2.6
Name: Forest Park | Temperature: 3.3
Name: East Bridgewater | Temperature: -1.7
Name: Gloucester Point | Temperature: 3.0
Name: East Foothills | Temperature: 12.3
Name: Glenwood | Temperature: -1.5
Name: Fort Benning South | Temperature: -273.1
Name: Garden City | Temperature: -2.6
Name: Fort Dix | Temperature: -1.2
Name: Winthrop Harbor | Temperature: -273.1
Name: East Hampton | Temperature: -273.1
Name: Elk Grove Village | Temperature: -3.3
Name: Glenview | Temperature: -2.9
Name: Fort Drum | Temperature: -2.9
Name: Golden | Temperature: -4.4
Name: Des Plaines | Temperature: -3.0
Name: Elkins | Temperature: -2.9
Name: East Haddam | Temperature: -273.1
Name: Gloucester City | Temperature: 1.7
Name: Fairview | Temperature: 1.9
Name: East Fishkill | Temperature: -1.5
Name: Gloversville | Temperature: -3.0
Name: Brook Park | Temperature: -1.0
Name: East Grand Forks | Temperature: -15.0
Name: DeSoto | Temperature: 11.2
Name: Golden Hills | Temperature: -273.1
Name: Bronxville | Temperature: 1.6
Name: East Hartford | Temperature: -273.1
Name: East Grand Rapids | Temperature: -5.8
Name: Gold River | Temperature: 11.7
Name: Garden City Park | Temperature: 2.2
Name: Garden Grove | Temperature: 17.3
Name: Elko | Temperature: -2.9
Name: East Hartford | Temperature: -273.1
Name: East Hemet | Temperature: -273.1
Name: Rochelle | Temperature: 7.0
Name: East Greenbush | Temperature: -1.4
Name: Gardena | Temperature: 17.5
Name: Gallup | Temperature: -2.5
Name: Greenville | Temperature: 7.1
Name: Winthrop | Temperature: 0.2
Name: East Hampton | Temperature: -273.1
Name: Fort Knox | Temperature: 3.6
Name: Gardendale | Temperature: 8.9
Name: Fairview Shores | Temperature: 11.2
Name: Goleta | Temperature: 7.0
Name: Goffstown | Temperature: -1.8
Name: East Hills | Temperature: -273.1
Name: Gold Camp | Temperature: 18.9
Name: Fairview Park | Temperature: -0.9
Name: Coto de Caza | Temperature: 16.9
Name: Galveston | Temperature: 15.2
Name: Fort Bragg | Temperature: 8.2
Name: Garden City | Temperature: -2.6
Name: Fort Lee | Temperature: 1.9
Name: Fort Lee | Temperature: 1.9
Name: Devils Lake | Temperature: -8.6
Name: East Hill-Meridian | Temperature: -273.1
Name: Elkton | Temperature: 1.2
Name: Ellsworth | Temperature: -6.7
Name: Easley | Temperature: 8.8
Name: East Haven | Temperature: -273.1
Name: Elkridge | Temperature: 0.2
Name: Elk Grove | Temperature: 12.1
Name: Fallon | Temperature: -2.0
Name: Eagle Pass | Temperature: 10.0
Name: Sans Souci | Temperature: 8.5
Name: Gallatin | Temperature: -3.1
Name: Columbia | Temperature: 11.4
Name: Fallbrook | Temperature: 15.5
Name: Forestville | Temperature: 0.8
Name: Campbellsville | Temperature: 2.6
Name: Falls Church | Temperature: 1.4
Name: Ellicott | Temperature: -7.6
Name: Columbia | Temperature: 11.4
Name: Ellwood City | Temperature: 1.0
Name: Columbia | Temperature: 11.4
Name: Garfield Heights | Temperature: -273.1
Name: Bedford | Temperature: 10.6
Name: Gardner | Temperature: -1.3
Name: East Haven | Temperature: -273.1
Name: Gonzales | Temperature: 12.1
Name: Fort Campbell North | Temperature: 5.6
Name: Dewey-Humboldt | Temperature: 4.5
Name: Columbia | Temperature: 11.4
Name: Gonzales | Temperature: 12.1
Name: Gardner | Temperature: -1.3
Name: East Highland Park | Temperature: -273.1
Name: Garden City | Temperature: -2.6
Name: Fallsburg | Temperature: -2.8
Name: Columbia | Temperature: 11.4
Name: Fargo | Temperature: -16.1
Name: Phoenixville | Temperature: -0.6
Name: Rossford | Temperature: -2.2
Name: Gonzales | Temperature: 12.1
Name: Glens Falls | Temperature: -1.2
Name: Fairhaven | Temperature: 0.7
Name: Fanwood | Temperature: -0.1
Name: Ellington | Temperature: -2.1
Name: Goodyear | Temperature: 18.6
Name: Elk City | Temperature: -1.6
Name: East Chicago | Temperature: -1.1
Name: Godfrey | Temperature: 1.8
Name: Garden Acres | Temperature: 11.5
Name: Gonzalez | Temperature: 8.6
Name: Fall River | Temperature: 0.0
Name: Goldenrod | Temperature: 11.2
Name: Farmersville | Temperature: 9.6
Name: Fort Madison | Temperature: -6.0
Name: Fort Lauderdale | Temperature: 19.1
Name: Golden Valley | Temperature: -14.8
Name: Garner | Temperature: 5.9
Name: Farmers Branch | Temperature: 10.5
Name: Goldsboro | Temperature: 7.7
Name: Ellensburg | Temperature: -2.4
Name: Glenolden | Temperature: 1.7
Name: Gardere | Temperature: 12.6
Name: Portsmouth | Temperature: 9.4
Name: Bristol | Temperature: -0.7
Name: Berkeley | Temperature: 13.3
Name: Gastonia | Temperature: 8.9
Name: Columbia Heights | Temperature: -273.1
Name: Ellicott City | Temperature: 0.2
Name: Fort Mill | Temperature: 10.5
Name: Ellisville | Temperature: 2.8
Name: Springfield | Temperature: -0.4
Name: Golden Gate | Temperature: 14.6
Name: Welby | Temperature: -3.9
Name: Falmouth | Temperature: 10.4
Name: Fallston | Temperature: -0.3
Name: Farmingdale | Temperature: 0.7
Name: Garfield | Temperature: -1.6
Name: Schodack | Temperature: -273.1
Name: Gary | Temperature: -1.0
Name: Winton | Temperature: 10.1
Name: Fort Lewis | Temperature: 2.0
Name: Beaverton | Temperature: 4.0
Name: Gates | Temperature: 4.9
Name: Elm Grove | Temperature: -7.6
Name: Farmington | Temperature: -1.3
Name: Farmington | Temperature: -1.3
Name: Fort Mitchell | Temperature: 2.9
Name: East Greenwich | Temperature: -0.0
Name: Fairwood | Temperature: 3.2
Name: Garland | Temperature: 10.5
Name: Goshen | Temperature: -1.1
Name: Gates-North Gates | Temperature: -273.1
Name: Gatesville | Temperature: 9.2
Name: Goodings Grove | Temperature: -2.1
Name: Golden Glades | Temperature: 17.6
Name: Gardnerville Ranchos | Temperature: -2.1
Name: Farmington | Temperature: -1.3
Name: East Lansing | Temperature: -5.3
Name: Farmington | Temperature: -1.3
Name: Goulds | Temperature: 15.9
Name: East Liverpool | Temperature: 0.7
Name: Falmouth | Temperature: 10.4
Name: Farmington | Temperature: -1.3
Name: East La Mirada | Temperature: 17.3
Name: Fort Morgan | Temperature: -5.0
Name: Goshen | Temperature: -0.9
Name: Farmington | Temperature: -1.3
Name: South Monroe | Temperature: -2.5
Name: Fort Myers Beach | Temperature: 13.9
Name: Gouverneur | Temperature: -3.1
Name: Farmington | Temperature: -1.3
Name: Faribault | Temperature: -17.7
Name: Fort Myers | Temperature: 14.4
Name: Farmington | Temperature: -1.3
Name: Gardiner | Temperature: -5.9
Name: Fort Pierce | Temperature: 13.2
Name: Golden Lakes | Temperature: 18.0
Name: Canby | Temperature: 3.9
Name: East Massapequa | Temperature: 0.8
Name: East Norriton | Temperature: -0.1
Name: Goodlettsville | Temperature: 7.6
Name: Fort Oglethorpe | Temperature: 8.2
Name: Fort Leonard Wood | Temperature: 1.1
Name: Graham | Temperature: 1.9
Name: East Lyme | Temperature: -273.1
Name: Columbia City | Temperature: -0.1
Name: East Los Angeles | Temperature: 16.4
Name: Charter Oak | Temperature: 16.7
Name: East Longmeadow | Temperature: -1.2
Name: Garrison | Temperature: -0.2
Name: Fort Pierce North | Temperature: 12.0
Name: Richmond Heights | Temperature: -273.1
Name: Farmington Hills | Temperature: -273.1
Name: Greenwood | Temperature: 11.5
Name: Perry | Temperature: 2.5
Name: Fort Meade | Temperature: -0.2
Name: Fort Smith | Temperature: 4.6
Name: Rogers | Temperature: 0.1
Name: Fort Polk South | Temperature: 15.0
Name: Portland | Temperature: 4.0
Name: Fort Lupton | Temperature: -4.7
Name: Greenwood | Temperature: 11.5
Name: Greenwich | Temperature: 1.3
Name: Gautier | Temperature: 8.4
Name: East Northport | Temperature: 1.1
Name: East Islip | Temperature: 0.5
Name: East Lake | Temperature: 12.6
Name: East Millcreek | Temperature: -2.9
Name: Fort Salonga | Temperature: 0.8
Name: Geneseo | Temperature: -2.9
Name: Gorham | Temperature: -2.6
Name: Fort Payne | Temperature: 7.7
Name: Farmville | Temperature: 0.5
Name: Columbine | Temperature: -3.1
Name: Geneseo | Temperature: -2.9
Name: Graham | Temperature: 1.9
Name: Grafton | Temperature: -2.4
Name: Graham | Temperature: 1.9
Name: Reserve | Temperature: 12.3
Name: Granby | Temperature: -7.6
Name: East Renton Highlands | Temperature: -273.1
Name: Greenwood | Temperature: 11.5
Name: Fort Riley North | Temperature: -1.9
Name: East Pasadena | Temperature: 15.0
Name: Granby | Temperature: -7.6
Name: Grafton | Temperature: -2.4
Name: Granby | Temperature: -7.6
Name: Hastings | Temperature: 8.8
Name: Grand Haven | Temperature: -273.1
Name: East Orange | Temperature: 1.0
Name: Fort Scott | Temperature: 0.0
Name: Greenwood | Temperature: 11.5
Name: East Moline | Temperature: -7.0
Name: Geneva | Temperature: -3.3
Name: Geddes | Temperature: -2.5
Name: Goose Creek | Temperature: 9.3
Name: East Patchogue | Temperature: -0.1
Name: East Porterville | Temperature: 9.2
Name: Farragut | Temperature: 6.7
Name: Geneseo | Temperature: -2.9
Name: Greenwood Village | Temperature: -3.3
Name: Fayetteville | Temperature: 8.1
Name: East Peoria | Temperature: -3.9
Name: Fayetteville | Temperature: 8.1
Name: Fort Thomas | Temperature: 2.9
Name: Georgetown | Temperature: 30.2
Name: Hastings | Temperature: 8.8
Name: Fayetteville | Temperature: 8.1
Name: Hastings | Temperature: 8.8
Name: Grand Blanc | Temperature: -5.0
Name: Hastings | Temperature: 8.8
Name: Farrell | Temperature: -0.0
Name: Geneva | Temperature: -3.5
Name: Federal Heights | Temperature: -273.1
Name: East Meadow | Temperature: 1.4
Name: Georgetown | Temperature: 30.2
Name: Grand Chute | Temperature: -10.4
Name: Geneva | Temperature: -3.3
Name: Fort Walton Beach | Temperature: 11.8
Name: Georgetown | Temperature: 30.2
Name: East Perrine | Temperature: 16.0
Name: Holly Hill | Temperature: -273.1
Name: East Palo Alto | Temperature: 12.1
Name: East Ridge | Temperature: 8.1
Name: Grand Island | Temperature: -2.9
Name: Fortuna | Temperature: 6.6
Name: Fayetteville | Temperature: 8.1
Name: Georgetown | Temperature: 30.2
Name: Wisconsin Rapids | Temperature: -12.7
Name: Holly | Temperature: -5.0
Name: Fort Wayne | Temperature: 0.1
Name: Grand Rapids | Temperature: -5.6
Name: Fountain Hills | Temperature: -273.1
Name: Georgetown | Temperature: 30.2
Name: East Providence | Temperature: -0.7
Name: Grand Island | Temperature: -2.9
Name: Grand Rapids | Temperature: -5.6
Name: Fort Rucker | Temperature: 8.2
Name: Erlanger | Temperature: 2.9
Name: Elmhurst | Temperature: -2.8
Name: Elon College | Temperature: -273.1
Name: Genesee | Temperature: -5.0
Name: Grandview Heights | Temperature: -273.1
Name: Grand Ledge | Temperature: -5.4
Name: Grand Forks | Temperature: -15.0
Name: Havelock | Temperature: 9.6
Name: Fort Stewart | Temperature: 7.4
Name: Elmont | Temperature: 2.3
Name: East Point | Temperature: 10.4
Name: Fort Stockton | Temperature: 5.5
Name: Grand Rapids | Temperature: -5.8
Name: Gig Harbor | Temperature: -273.1
Name: Elmira | Temperature: -2.7
Name: Grand Prairie | Temperature: 11.1
Name: Hastings-on-Hudson | Temperature: 0.9
Name: Greer | Temperature: 8.5
Name: Fortuna Foothills | Temperature: 15.5
Name: Haverstraw | Temperature: -1.3
Name: Georgetown County | Temperature: 6.8
Name: Havre | Temperature: 9.0
Name: Elma | Temperature: 2.0
Name: Grand Junction | Temperature: 0.1
Name: Farmingville | Temperature: 0.0
Name: Fort Valley | Temperature: 11.2
Name: Fountain | Temperature: -6.7
Name: Elmira | Temperature: -3.3
Name: Feasterville-Trevose | Temperature: -273.1
Name: Grand Terrace | Temperature: 13.5
Name: Fergus Falls | Temperature: -18.3
Name: Haverstraw | Temperature: -1.3
Name: Fountainbleau | Temperature: 16.4
Name: Hauppauge | Temperature: 0.8
Name: Elmwood Park | Temperature: -2.5
Name: Eloy | Temperature: 17.2
Name: Hattiesburg | Temperature: 9.7
Name: Fort Washington | Temperature: 0.3
Name: Wixom | Temperature: -3.8
Name: Grandview | Temperature: 0.7
Name: Grandville | Temperature: -5.7
Name: Hatboro | Temperature: 0.9
Name: Fort Worth | Temperature: 10.8
Name: Federal Way | Temperature: 2.6
Name: Grandview | Temperature: 0.7
Name: Fostoria | Temperature: -0.9
Name: Fenton | Temperature: -4.9
Name: Fox Lake | Temperature: -4.5
Name: Granger | Temperature: -1.3
Name: Hawthorne | Temperature: 17.4
Name: Wolf Trap | Temperature: 0.3
Name: Havre de Grace | Temperature: -0.4
Name: Fenton | Temperature: -4.9
Name: Gering | Temperature: -2.1
Name: Fountain Inn | Temperature: 9.8
Name: Grants Pass | Temperature: 2.5
Name: Hawthorn Woods | Temperature: -4.2
Name: Fox Point | Temperature: -7.2
Name: Elyria | Temperature: -1.0
Name: Granite City | Temperature: 2.7
Name: Four Corners | Temperature: 11.1
Name: Wolcott | Temperature: -1.9
Name: Foxborough | Temperature: -1.7
Name: Elmwood Park | Temperature: -2.5
Name: Grenada | Temperature: 2.8
Name: Gibsonton | Temperature: 11.3
Name: Granville | Temperature: 21.9
Name: Granite Bay | Temperature: 11.8
Name: Grantsville | Temperature: -2.3
Name: Woodbridge | Temperature: 1.2
Name: Wood Dale | Temperature: -3.1
Name: Ferguson | Temperature: 2.8
Name: Fern Creek | Temperature: 4.2
Name: Germantown | Temperature: -0.9
Name: Hawthorne | Temperature: 17.4
Name: Foster City | Temperature: 12.4
Name: Gilbert | Temperature: 19.5
Name: Framingham | Temperature: -1.3
Name: Haverhill | Temperature: -0.9
Name: Frankfort | Temperature: 19.6
Name: Germantown | Temperature: -0.9
Name: Hayesville | Temperature: 3.1
Name: Hays | Temperature: 8.1
Name: Franklin | Temperature: 1.9
Name: Franklin | Temperature: 1.9
Name: Emeryville | Temperature: 13.9
Name: Franklin | Temperature: 1.9
Name: Gray | Temperature: -3.0
Name: Woodbridge | Temperature: 1.2
Name: Frankfort | Temperature: 19.6
Name: Franklin | Temperature: 1.9
Name: Grapevine | Temperature: 10.4
Name: Woburn | Temperature: -0.2
Name: Fountain Valley | Temperature: 17.4
Name: Frankfort Square | Temperature: -1.9
Name: Woodbury | Temperature: -8.0
Name: Holly Springs | Temperature: 6.4
Name: Holly Springs | Temperature: 6.4
Name: Woodbury | Temperature: -8.0
Name: Grass Valley | Temperature: 8.2
Name: Woodburn | Temperature: 3.0
Name: Woodbridge | Temperature: 1.2
Name: Endicott | Temperature: -1.5
Name: Emporia | Temperature: -1.0
Name: Ferndale | Temperature: -2.4
Name: Grayslake | Temperature: -4.3
Name: Franklin | Temperature: 1.9
Name: Franklin | Temperature: 1.9
Name: Glasgow | Temperature: 0.9
Name: Encinitas | Temperature: 17.3
Name: Franklin | Temperature: 1.9
Name: Hazel Crest | Temperature: -1.7
Name: Ferry Pass | Temperature: 9.2
Name: Haysville | Temperature: -0.5
Name: Wood River | Temperature: 2.2
Name: Franklin | Temperature: 1.9
Name: Hazel Park | Temperature: -2.3
Name: Gilroy | Temperature: 10.7
Name: Hollywood | Temperature: 16.0
Name: Woodbury | Temperature: -8.0
Name: Festus | Temperature: 1.8
Name: Hazleton | Temperature: -2.7
Name: Elsmere | Temperature: 2.9
Name: Woodbury | Temperature: -8.0
Name: Wonder Lake | Temperature: -4.9
Name: Wood-Ridge | Temperature: 1.1
Name: Franklin | Temperature: 1.9
Name: Woodfield | Temperature: 11.2
Name: Girard | Temperature: 0.2
Name: Hazelwood | Temperature: 2.6
